bn_sentence,bn_voice,en_sentence,en_voice,gu_sentence,gu_voice,hi_sentence,hi_voice,kn_sentence,kn_voice,ml_sentence,ml_voice,mr_sentence,mr_voice,ta_sentence,ta_voice,te_sentence,te_voice,ur_sentence,ur_voice,as_sentence,as_voice,or_sentence,or_voice
ফোন যাচাইকরণ মুলতুবি রয়েছে। আপনার ফোন নম্বর যাচাই করুন।,../data/bn/bn_voicedata/11.mp3,Phone verification is pending. Please verify your phone number.,../data/en/en_voicedata/11.mp3,ફોન ચકાસણી બાકી છે. કૃપા કરીને તમારો ફોન નંબર ચકાસો.,../data/gu/gu_voicedata/11.mp3,फोन सत्यापन लंबित है। कृपया अपना फ़ोन नंबर सत्यापित करें।,../data/hi/hi_voicedata/11.mp3,ಫೋನ್ ಪರಿಶೀಲನೆ ಬಾಕಿ ಇದೆ. ದಯವಿಟ್ಟು ನಿಮ್ಮ ಫೋನ್ ಸಂಖ್ಯೆಯನ್ನು ಪರಿಶೀಲಿಸಿ.,../data/kn/kn_voicedata/11.mp3,ഫോൺ പരിശോധന തീർപ്പുകൽപ്പിച്ചിട്ടില്ല. നിങ്ങളുടെ ഫോൺ നമ്പർ പരിശോധിക്കുക.,../data/ml/ml_voicedata/11.mp3,फोन सत्यापन प्रलंबित आहे. कृपया आपला फोन नंबर सत्यापित करा.,../data/mr/mr_voicedata/11.mp3,தொலைபேசி சரிபார்ப்பு நிலுவையில் உள்ளது. உங்கள் தொலைபேசி எண்ணை சரிபார்க்கவும்.,../data/ta/ta_voicedata/11.mp3,ఫోన్ ధృవీకరణ పెండింగ్‌లో ఉంది. దయచేసి మీ ఫోన్ నంబర్‌ను ధృవీకరించండి.,../data/te/te_voicedata/11.mp3,فون کی توثیق زیر التوا ہے۔ براہ کرم اپنے فون نمبر کی تصدیق کریں۔,../data/ur/ur_voicedata/11.mp3,ফোন ভেৰিফিকেচন বাকী আছে। অনুগ্ৰহ কৰি আপোনাৰ ফোন নম্বৰটো পৰীক্ষা কৰক।,../data/as/as_voicedata/11.mp3,ଫୋନ୍ ଯାଞ୍ଚ ବିଚାରାଧୀନ ଅଛି | ଦୟାକରି ଆପଣଙ୍କର ଫୋନ୍ ନମ୍ବର ଯାଞ୍ଚ କରନ୍ତୁ |,../data/or/or_voicedata/11.mp3
অবন্তি nder ণদানকারী অনুমোদন আপনার loan ণের জন্য মুলতুবি রয়েছে।,../data/bn/bn_voicedata/12.mp3,Avanti lender approval is pending for your loan.,../data/en/en_voicedata/12.mp3,તમારી લોન માટે અવંતિ nder ણદાતા મંજૂરી બાકી છે.,../data/gu/gu_voicedata/12.mp3,अवंती ऋणदाता अनुमोदन आपके ऋण के लिए लंबित है।,../data/hi/hi_voicedata/12.mp3,ನಿಮ್ಮ ಸಾಲಕ್ಕಾಗಿ ಅವಂತಿ ಸಾಲದಾತ ಅನುಮೋದನೆ ಬಾಕಿ ಇದೆ.,../data/kn/kn_voicedata/12.mp3,അവന്തിയിലെ വായ്പ നൽകുന്ന അനുമതി നിങ്ങളുടെ വായ്പയ്ക്ക് ശേഷിക്കുന്നു.,../data/ml/ml_voicedata/12.mp3,आपल्या कर्जासाठी अवंती सावत्र मंजुरी प्रलंबित आहे.,../data/mr/mr_voicedata/12.mp3,உங்கள் கடனுக்காக அவந்தி கடன் வழங்குபவர் ஒப்புதல் நிலுவையில் உள்ளது.,../data/ta/ta_voicedata/12.mp3,మీ loan ణం కోసం అవంతి రుణదాత ఆమోదం పెండింగ్‌లో ఉంది.,../data/te/te_voicedata/12.mp3,آپ کے قرض کے لئے ایوانتی قرض دہندہ کی منظوری زیر التوا ہے۔,../data/ur/ur_voicedata/12.mp3,আপোনাৰ ঋণৰ বাবে Avanti Lender অনুমোদন বাকী আছে।,../data/as/as_voicedata/12.mp3,Avanti ender ଣ ଅନୁମୋଦନ ଆପଣଙ୍କ loan ଣ ପାଇଁ ବିଚାରାଧୀନ ଅଛି |,../data/or/or_voicedata/12.mp3
Ender ণদানকারী অনুমোদন প্রত্যাশিত টার্নআরন্ড সময় পেরিয়ে যায়।,../data/bn/bn_voicedata/13.mp3,Lender approval is past the expected turnaround time.,../data/en/en_voicedata/13.mp3,Nder ણદાતાની મંજૂરી અપેક્ષિત ટર્નઅરાઉન્ડ સમય પસાર થાય છે.,../data/gu/gu_voicedata/13.mp3,ऋणदाता अनुमोदन अपेक्षित टर्नअराउंड समय से पहले है।,../data/hi/hi_voicedata/13.mp3,ಸಾಲಗಾರರ ಅನುಮೋದನೆಯು ನಿರೀಕ್ಷಿತ ವಹಿವಾಟು ಸಮಯವನ್ನು ಮೀರಿದೆ.,../data/kn/kn_voicedata/13.mp3,പ്രതീക്ഷിക്കുന്ന രീതിയിലുള്ള സമയത്താണ് ലെൻഡർ അനുമതി.,../data/ml/ml_voicedata/13.mp3,सावकाराची मंजुरी अपेक्षित टर्नअराऊंडच्या वेळेस आहे.,../data/mr/mr_voicedata/13.mp3,கடன் வழங்குநர் ஒப்புதல் எதிர்பார்க்கப்படும் திருப்புமுனை நேரத்தைக் கடந்தது.,../data/ta/ta_voicedata/13.mp3,రుణదాత ఆమోదం expected హించిన టర్నరౌండ్ సమయాన్ని దాటింది.,../data/te/te_voicedata/13.mp3,قرض دینے والے کی منظوری متوقع طور پر متوقع وقت سے گزر چکی ہے۔,../data/ur/ur_voicedata/13.mp3,ঋণদাতাৰ অনুমোদন আশা কৰা টাৰ্ণআউট সময় পাৰ হৈ গৈছে।,../data/as/as_voicedata/13.mp3,Ender ଣ ଅନୁମୋଦନ ଆଶା କରାଯାଉଥିବା ଟର୍ନଆରାଉଣ୍ଡ ସମୟ ଅତିକ୍ରମ କରିଛି |,../data/or/or_voicedata/13.mp3
অংশীদার অনুমোদন প্রত্যাশিত টার্নআরাউন্ড সময় পেরিয়ে যায়।,../data/bn/bn_voicedata/14.mp3,Partner approval is past the expected turnaround time.,../data/en/en_voicedata/14.mp3,ભાગીદારની મંજૂરી અપેક્ષિત ટર્નઅરાઉન્ડ સમય પસાર થાય છે.,../data/gu/gu_voicedata/14.mp3,पार्टनर की मंजूरी अपेक्षित टर्नअराउंड समय से पहले है।,../data/hi/hi_voicedata/14.mp3,ಪಾಲುದಾರರ ಅನುಮೋದನೆಯು ನಿರೀಕ್ಷಿತ ವಹಿವಾಟು ಸಮಯವನ್ನು ಮೀರಿದೆ.,../data/kn/kn_voicedata/14.mp3,പങ്കാളി അംഗീകാരം പ്രതീക്ഷിച്ച ടേൺ ട്രിപ്പ് ട്രേക്ക് സമയത്താണ്.,../data/ml/ml_voicedata/14.mp3,भागीदार मंजूरी अपेक्षित टर्नअराऊंडच्या वेळेस आहे.,../data/mr/mr_voicedata/14.mp3,கூட்டாளர் ஒப்புதல் எதிர்பார்க்கப்படும் திருப்புமுனை நேரத்தைக் கடந்தது.,../data/ta/ta_voicedata/14.mp3,భాగస్వామి ఆమోదం was హించిన టర్నరౌండ్ సమయాన్ని దాటింది.,../data/te/te_voicedata/14.mp3,شراکت دار کی منظوری متوقع وقت کے وقت سے گذر گئی ہے۔,../data/ur/ur_voicedata/14.mp3,অংশীদাৰৰ অনুমোদন আশা কৰা টাৰ্ণআউট সময় পাৰ হৈ যায়।,../data/as/as_voicedata/14.mp3,ସହଭାଗୀ ଅନୁମୋଦନ ଆଶା କରାଯାଉଥିବା ଟର୍ନଆରାଉଣ୍ଡ ସମୟ ଅତିକ୍ରମ କରିଛି |,../data/or/or_voicedata/14.mp3
অংশীদার loan ণ পুনর্বিবেচনা প্রক্রিয়াধীন। আপডেটের জন্য অপেক্ষা করুন।,../data/bn/bn_voicedata/15.mp3,Partner loan revision is in process. Please wait for updates.,../data/en/en_voicedata/15.mp3,ભાગીદાર લોન પુનરાવર્તન પ્રક્રિયામાં છે. કૃપા કરીને અપડેટ્સ માટે રાહ જુઓ.,../data/gu/gu_voicedata/15.mp3,भागीदार ऋण संशोधन प्रक्रिया में है। कृपया अपडेट की प्रतीक्षा करें।,../data/hi/hi_voicedata/15.mp3,ಪಾಲುದಾರ ಸಾಲ ಪರಿಷ್ಕರಣೆ ಪ್ರಕ್ರಿಯೆಯಲ್ಲಿದೆ. ದಯವಿಟ್ಟು ನವೀಕರಣಗಳಿಗಾಗಿ ಕಾಯಿರಿ.,../data/kn/kn_voicedata/15.mp3,പങ്കാളി വായ്പ പുനരവലോകനം പ്രോസസ്സ് ചെയ്യുന്നു. അപ്ഡേറ്റുകൾക്കായി കാത്തിരിക്കുക.,../data/ml/ml_voicedata/15.mp3,भागीदार कर्ज पुनरावृत्ती प्रक्रियेत आहे. कृपया अद्यतनांची प्रतीक्षा करा.,../data/mr/mr_voicedata/15.mp3,கூட்டாளர் கடன் திருத்தம் செயல்பாட்டில் உள்ளது. புதுப்பிப்புகளுக்காக காத்திருங்கள்.,../data/ta/ta_voicedata/15.mp3,భాగస్వామి రుణ పునర్విమర్శ ప్రక్రియలో ఉంది. దయచేసి నవీకరణల కోసం వేచి ఉండండి.,../data/te/te_voicedata/15.mp3,پارٹنر لون پر نظر ثانی عمل میں ہے۔ براہ کرم تازہ کاریوں کا انتظار کریں۔,../data/ur/ur_voicedata/15.mp3,অংশীদাৰ ঋণ পুনৰীক্ষণ প্ৰক্ৰিয়াত আছে। অনুগ্ৰহ কৰি আপডেটৰ বাবে অপেক্ষা কৰক।,../data/as/as_voicedata/15.mp3,ସହଭାଗୀ loan ଣ ସଂଶୋଧନ ପ୍ରକ୍ରିୟାରେ ଅଛି | ଅଦ୍ୟତନ ପାଇଁ ଦୟାକରି ଅପେକ୍ଷା କରନ୍ତୁ |,../data/or/or_voicedata/15.mp3
অবন্তী loan ণ পুনর্বিবেচনা চলছে। আপনি একবার সম্পূর্ণ একবার অবহিত করা হবে।,../data/bn/bn_voicedata/16.mp3,Avanti loan revision is underway. You will be notified once complete.,../data/en/en_voicedata/16.mp3,અવંતિ લોન પુનરાવર્તન ચાલી રહ્યું છે. એકવાર પૂર્ણ થયા પછી તમને સૂચિત કરવામાં આવશે.,../data/gu/gu_voicedata/16.mp3,अवंती ऋण संशोधन चल रहा है। एक बार पूरा होने पर आपको सूचित किया जाएगा।,../data/hi/hi_voicedata/16.mp3,ಅವಂತಿ ಸಾಲ ಪರಿಷ್ಕರಣೆ ನಡೆಯುತ್ತಿದೆ. ಪೂರ್ಣಗೊಂಡ ನಂತರ ನಿಮಗೆ ತಿಳಿಸಲಾಗುತ್ತದೆ.,../data/kn/kn_voicedata/16.mp3,അവന്തി വായ്പ പുനരവലോകനം നടക്കുന്നു. നിങ്ങൾ ഒരിക്കൽ പൂർത്തിയാക്കും.,../data/ml/ml_voicedata/16.mp3,अवंती कर्जाची पुनरावृत्ती सुरू आहे. एकदा पूर्ण झाल्यावर आपल्याला सूचित केले जाईल.,../data/mr/mr_voicedata/16.mp3,அவந்தி கடன் திருத்தம் நடந்து வருகிறது. முடிந்ததும் உங்களுக்கு அறிவிக்கப்படும்.,../data/ta/ta_voicedata/16.mp3,అవంతి రుణ పునర్విమర్శ జరుగుతోంది. పూర్తయిన తర్వాత మీకు తెలియజేయబడుతుంది.,../data/te/te_voicedata/16.mp3,اوونتی لون پر نظر ثانی جاری ہے۔ ایک بار مکمل ہونے کے بعد آپ کو مطلع کیا جائے گا۔,../data/ur/ur_voicedata/16.mp3,Avanti ঋণ পুনৰীক্ষণৰ কাম চলি আছে। আপুনি সম্পূৰ্ণ হোৱাৰ পিছত আপোনাক অৱগত কৰা হ’ব।,../data/as/as_voicedata/16.mp3,ଆଭାଣ୍ଟି an ଣ ସଂଶୋଧନ ଚାଲିଛି | ତୁମକୁ ସଂପୂର୍ଣ୍ଣ ଥରେ ସୂଚିତ କରାଯିବ |,../data/or/or_voicedata/16.mp3
আপনার loan ণ বিতরণ অপেক্ষা করছে। তহবিল শীঘ্রই স্থানান্তর করা হবে।,../data/bn/bn_voicedata/17.mp3,Your loan is awaiting disbursal. Funds will be transferred soon.,../data/en/en_voicedata/17.mp3,તમારી લોન વિતરણની રાહમાં છે. ભંડોળ ટૂંક સમયમાં સ્થાનાંતરિત કરવામાં આવશે.,../data/gu/gu_voicedata/17.mp3,आपके ऋण को डिस्बर्सल का इंतजार है। फंड जल्द ही स्थानांतरित कर दिया जाएगा।,../data/hi/hi_voicedata/17.mp3,ನಿಮ್ಮ ಸಾಲವು ವಿತರಣೆಗಾಗಿ ಕಾಯುತ್ತಿದೆ. ಹಣವನ್ನು ಶೀಘ್ರದಲ್ಲೇ ವರ್ಗಾಯಿಸಲಾಗುವುದು.,../data/kn/kn_voicedata/17.mp3,നിങ്ങളുടെ വായ്പ വിതരണം കാത്തിരിക്കുന്നു. ഫണ്ടുകൾ ഉടൻ കൈമാറ്റം ചെയ്യും.,../data/ml/ml_voicedata/17.mp3,आपले कर्ज वितरणाच्या प्रतीक्षेत आहे. लवकरच निधी हस्तांतरित केला जाईल.,../data/mr/mr_voicedata/17.mp3,உங்கள் கடன் விநியோகத்திற்காக காத்திருக்கிறது. நிதி விரைவில் மாற்றப்படும்.,../data/ta/ta_voicedata/17.mp3,మీ loan ణం పంపిణీ కోసం వేచి ఉంది. త్వరలో నిధులు బదిలీ చేయబడతాయి.,../data/te/te_voicedata/17.mp3,آپ کا قرض ضائع ہونے کے منتظر ہے۔ فنڈز جلد ہی منتقل ہوجائیں گے۔,../data/ur/ur_voicedata/17.mp3,আপোনাৰ ঋণ বিতৰণৰ বাবে অপেক্ষা কৰি আছে। অতি সোনকালে ধন স্থানান্তৰ কৰা হ’ব।,../data/as/as_voicedata/17.mp3,ତୁମର loan ଣ ବହିଷ୍କାର ଅପେକ୍ଷାରେ ଅଛି | ପାଣ୍ଠି ଶୀଘ୍ର ସ୍ଥାନାନ୍ତରିତ ହେବ |,../data/or/or_voicedata/17.mp3
আপনার loan ণ অনুমোদিত হয়েছে। অভিনন্দন!,../data/bn/bn_voicedata/18.mp3,Your loan has been approved. Congratulations!,../data/en/en_voicedata/18.mp3,તમારી લોન મંજૂરી આપવામાં આવી છે. અભિનંદન!,../data/gu/gu_voicedata/18.mp3,आपके ऋण को मंजूरी दे दी गई है। बधाई हो!,../data/hi/hi_voicedata/18.mp3,ನಿಮ್ಮ ಸಾಲವನ್ನು ಅನುಮೋದಿಸಲಾಗಿದೆ. ಅಭಿನಂದನೆಗಳು!,../data/kn/kn_voicedata/18.mp3,നിങ്ങളുടെ വായ്പ അംഗീകരിച്ചു. അഭിനന്ദനങ്ങൾ!,../data/ml/ml_voicedata/18.mp3,आपले कर्ज मंजूर झाले आहे. अभिनंदन!,../data/mr/mr_voicedata/18.mp3,உங்கள் கடன் அங்கீகரிக்கப்பட்டுள்ளது. வாழ்த்துக்கள்!,../data/ta/ta_voicedata/18.mp3,మీ loan ణం ఆమోదించబడింది. అభినందనలు!,../data/te/te_voicedata/18.mp3,آپ کا قرض منظور ہوچکا ہے۔ مبارک ہو!,../data/ur/ur_voicedata/18.mp3,আপোনাৰ ঋণ অনুমোদন কৰা হৈছে। অভিনন্দন!,../data/as/as_voicedata/18.mp3,ତୁମର loan ଣ ଅନୁମୋଦିତ ହୋଇଛି | ଅଭିନନ୍ଦନ!,../data/or/or_voicedata/18.mp3
আপনার loan ণ বিতরণ বিলম্বিত। বিশদ জন্য সমর্থনের সাথে যোগাযোগ করুন।,../data/bn/bn_voicedata/19.mp3,Disbursal of your loan is delayed. Please contact support for details.,../data/en/en_voicedata/19.mp3,તમારી લોનનું વિતરણ વિલંબિત છે. વિગતો માટે સપોર્ટનો સંપર્ક કરો.,../data/gu/gu_voicedata/19.mp3,आपके ऋण के डिस्बर्सल में देरी हो रही है। कृपया विवरण के लिए समर्थन से संपर्क करें।,../data/hi/hi_voicedata/19.mp3,ನಿಮ್ಮ ಸಾಲದ ವಿತರಣೆ ವಿಳಂಬವಾಗಿದೆ. ವಿವರಗಳಿಗಾಗಿ ದಯವಿಟ್ಟು ಬೆಂಬಲವನ್ನು ಸಂಪರ್ಕಿಸಿ.,../data/kn/kn_voicedata/19.mp3,നിങ്ങളുടെ വായ്പയുടെ വിതരണത്തിൽ വൈകി. വിശദാംശങ്ങൾക്ക് ദയവായി പിന്തുണയുമായി ബന്ധപ്പെടുക.,../data/ml/ml_voicedata/19.mp3,आपल्या कर्जाचे वितरण उशीर झाले आहे. कृपया तपशीलांसाठी समर्थनाशी संपर्क साधा.,../data/mr/mr_voicedata/19.mp3,உங்கள் கடனை வழங்குவது தாமதமானது. விவரங்களுக்கு ஆதரவைத் தொடர்பு கொள்ளவும்.,../data/ta/ta_voicedata/19.mp3,మీ loan ణం యొక్క పంపిణీ ఆలస్యం. దయచేసి వివరాల కోసం మద్దతును సంప్రదించండి.,../data/te/te_voicedata/19.mp3,آپ کے قرض کی تقسیم میں تاخیر ہوتی ہے۔ براہ کرم تفصیلات کے لئے سپورٹ سے رابطہ کریں۔,../data/ur/ur_voicedata/19.mp3,আপোনাৰ ঋণৰ বিতৰণত পলম হয়। সবিশেষ জানিবলৈ অনুগ্ৰহ কৰি সমৰ্থনৰ সৈতে যোগাযোগ কৰক।,../data/as/as_voicedata/19.mp3,ତୁମର loan ଣର ନିଷ୍କାସନ ବିଳମ୍ବ ହୁଏ | ବିବରଣୀ ପାଇଁ ଦୟାକରି ସମର୍ଥନ ଯୋଗାଯୋଗ କରନ୍ତୁ |,../data/or/or_voicedata/19.mp3
আপনার loan ণের আবেদন প্রত্যাখ্যান করা হয়েছে।,../data/bn/bn_voicedata/20.mp3,Your loan application has been rejected.,../data/en/en_voicedata/20.mp3,તમારી લોન એપ્લિકેશનને નકારી કા .વામાં આવી છે.,../data/gu/gu_voicedata/20.mp3,आपके ऋण आवेदन को अस्वीकार कर दिया गया है।,../data/hi/hi_voicedata/20.mp3,ನಿಮ್ಮ ಸಾಲದ ಅರ್ಜಿಯನ್ನು ತಿರಸ್ಕರಿಸಲಾಗಿದೆ.,../data/kn/kn_voicedata/20.mp3,നിങ്ങളുടെ വായ്പാ അപേക്ഷ നിരസിച്ചു.,../data/ml/ml_voicedata/20.mp3,आपला कर्ज अर्ज नाकारला गेला आहे.,../data/mr/mr_voicedata/20.mp3,உங்கள் கடன் விண்ணப்பம் நிராகரிக்கப்பட்டுள்ளது.,../data/ta/ta_voicedata/20.mp3,మీ రుణ దరఖాస్తు తిరస్కరించబడింది.,../data/te/te_voicedata/20.mp3,آپ کے قرض کی درخواست مسترد کردی گئی ہے۔,../data/ur/ur_voicedata/20.mp3,আপোনাৰ ঋণৰ আবেদন নাকচ কৰা হৈছে।,../data/as/as_voicedata/20.mp3,ଆପଣଙ୍କର loan ଣ ପ୍ରୟୋଗ ପ୍ରତ୍ୟାଖ୍ୟାନ କରାଯାଇଛି |,../data/or/or_voicedata/20.mp3
ডেটা সমস্যার কারণে আপনার loan ণ বাতিল করা হয়েছিল।,../data/bn/bn_voicedata/21.mp3,Your loan was discarded due to data issues.,../data/en/en_voicedata/21.mp3,ડેટાના મુદ્દાઓને કારણે તમારી લોન કા ed ી નાખવામાં આવી હતી.,../data/gu/gu_voicedata/21.mp3,डेटा मुद्दों के कारण आपका ऋण छोड़ दिया गया था।,../data/hi/hi_voicedata/21.mp3,ಡೇಟಾ ಸಮಸ್ಯೆಗಳಿಂದಾಗಿ ನಿಮ್ಮ ಸಾಲವನ್ನು ತ್ಯಜಿಸಲಾಗಿದೆ.,../data/kn/kn_voicedata/21.mp3,ഡാറ്റ പ്രശ്നങ്ങൾ കാരണം നിങ്ങളുടെ വായ്പ ഉപേക്ഷിക്കപ്പെട്ടു.,../data/ml/ml_voicedata/21.mp3,डेटाच्या समस्यांमुळे आपले कर्ज टाकून दिले गेले.,../data/mr/mr_voicedata/21.mp3,தரவு சிக்கல்கள் காரணமாக உங்கள் கடன் நிராகரிக்கப்பட்டது.,../data/ta/ta_voicedata/21.mp3,డేటా సమస్యల కారణంగా మీ రుణం విస్మరించబడింది.,../data/te/te_voicedata/21.mp3,ڈیٹا کے مسائل کی وجہ سے آپ کا قرض ضائع کردیا گیا تھا۔,../data/ur/ur_voicedata/21.mp3,তথ্যৰ সমস্যাৰ বাবে আপোনাৰ ঋণ পেলাই দিয়া হৈছিল।,../data/as/as_voicedata/21.mp3,ଡାଟା ପ୍ରସଙ୍ଗ ହେତୁ ଆପଣଙ୍କର loan ଣ ପରିତ୍ୟାଗ କରାଯାଇଥିଲା |,../data/or/or_voicedata/21.mp3
গ্রুপ অনুমোদন আপনার loan ণের জন্য মুলতুবি রয়েছে।,../data/bn/bn_voicedata/22.mp3,Group approval is pending for your loan.,../data/en/en_voicedata/22.mp3,તમારી લોન માટે જૂથ મંજૂરી બાકી છે.,../data/gu/gu_voicedata/22.mp3,समूह की मंजूरी आपके ऋण के लिए लंबित है।,../data/hi/hi_voicedata/22.mp3,ನಿಮ್ಮ ಸಾಲಕ್ಕಾಗಿ ಗುಂಪು ಅನುಮೋದನೆ ಬಾಕಿ ಇದೆ.,../data/kn/kn_voicedata/22.mp3,ഗ്രൂപ്പ് അംഗീകാരം നിങ്ങളുടെ വായ്പയ്ക്കായി ശേഷിക്കുന്നു.,../data/ml/ml_voicedata/22.mp3,आपल्या कर्जासाठी गट मंजुरी प्रलंबित आहे.,../data/mr/mr_voicedata/22.mp3,உங்கள் கடனுக்கு குழு ஒப்புதல் நிலுவையில் உள்ளது.,../data/ta/ta_voicedata/22.mp3,మీ రుణం కోసం సమూహ ఆమోదం పెండింగ్‌లో ఉంది.,../data/te/te_voicedata/22.mp3,آپ کے قرض کے لئے گروپ کی منظوری زیر التوا ہے۔,../data/ur/ur_voicedata/22.mp3,আপোনাৰ ঋণৰ বাবে গ্ৰুপৰ অনুমোদন বাকী আছে।,../data/as/as_voicedata/22.mp3,ଗୋଷ୍ଠୀ ଅନୁମୋଦନ ଆପଣଙ୍କ loan ଣ ପାଇଁ ବିଚାରାଧୀନ ଅଛି |,../data/or/or_voicedata/22.mp3
আপনার loan ণের জন্য স্বয়ংক্রিয় বিতরণ শুরু করা হয়েছে।,../data/bn/bn_voicedata/23.mp3,Automatic disbursal has been initiated for your loan.,../data/en/en_voicedata/23.mp3,તમારી લોન માટે સ્વચાલિત વિતરણ શરૂ કરવામાં આવ્યું છે.,../data/gu/gu_voicedata/23.mp3,आपके ऋण के लिए स्वचालित डिस्बर्सल शुरू किया गया है।,../data/hi/hi_voicedata/23.mp3,ನಿಮ್ಮ ಸಾಲಕ್ಕಾಗಿ ಸ್ವಯಂಚಾಲಿತ ವಿತರಣೆಯನ್ನು ಪ್ರಾರಂಭಿಸಲಾಗಿದೆ.,../data/kn/kn_voicedata/23.mp3,നിങ്ങളുടെ വായ്പയ്ക്ക് യാന്ത്രിക വിതരണം ആരംഭിച്ചു.,../data/ml/ml_voicedata/23.mp3,आपल्या कर्जासाठी स्वयंचलित वितरण सुरू केले गेले आहे.,../data/mr/mr_voicedata/23.mp3,உங்கள் கடனுக்காக தானியங்கி வழங்கல் தொடங்கப்பட்டுள்ளது.,../data/ta/ta_voicedata/23.mp3,మీ loan ణం కోసం ఆటోమేటిక్ డిస్ట్‌బర్సల్ ప్రారంభించబడింది.,../data/te/te_voicedata/23.mp3,آپ کے قرض کے لئے خودکار تقسیم کا آغاز کیا گیا ہے۔,../data/ur/ur_voicedata/23.mp3,আপোনাৰ ঋণৰ বাবে স্বয়ংক্ৰিয় বিতৰণ আৰম্ভ কৰা হৈছে।,../data/as/as_voicedata/23.mp3,ଆପଣଙ୍କ loan ଣ ପାଇଁ ସ୍ୱୟଂଚାଳିତ ଡିଭର୍ସାଲ୍ ଆରମ୍ଭ ହୋଇଛି |,../data/or/or_voicedata/23.mp3
